activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
0.24 ± 0.07,18834676,[],CHEMBL4303806,Determination of IC50 values for inhibition of SARS-CoV-2 induced cytotoxicity of Caco-2 cells after 48 hours by high content imaging,F,,,BAO_0000190,BAO_0000218,organism-based format,C/C(=N/Nc1nnc2c(n1)[nH]c1c(C)cccc12)c1ccccn1,,,CHEMBL4303101,,2020,,CHEMBL2094620,,CHEMBL2094620,6.62,False,http://www.openphacts.org/units/Nanomolar,3139379,=,52,True,=,,IC50,nM,,240.0,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,IC50,uM,UO_0000065,,0.24
0.25 ± 0.06,18834677,[],CHEMBL4303806,Determination of IC50 values for inhibition of SARS-CoV-2 induced cytotoxicity of Caco-2 cells after 48 hours by high content imaging,F,,,BAO_0000190,BAO_0000218,organism-based format,Cn1cc(-c2ccc3c(c2)CCN3C(=O)Cc2cccc(C(F)(F)F)c2)c2c(N)ncnc21,,,CHEMBL4303101,,2020,,CHEMBL2171124,,CHEMBL2171124,6.60,False,http://www.openphacts.org/units/Nanomolar,3139576,=,52,True,=,,IC50,nM,,250.0,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,IC50,uM,UO_0000065,,0.25
0.59 ± 0,18834678,[],CHEMBL4303806,Determination of IC50 values for inhibition of SARS-CoV-2 induced cytotoxicity of Caco-2 cells after 48 hours by high content imaging,F,,,BAO_0000190,BAO_0000218,organism-based format,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1.Cl,,,CHEMBL4303101,,2020,,CHEMBL2105698,ALVOCIDIB HYDROCHLORIDE,CHEMBL428690,6.23,False,http://www.openphacts.org/units/Nanomolar,3135829,=,52,True,=,,IC50,nM,,590.0,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,IC50,uM,UO_0000065,,0.59
0.62 ± 0.05,18834679,[],CHEMBL4303806,Determination of IC50 values for inhibition of SARS-CoV-2 induced cytotoxicity of Caco-2 cells after 48 hours by high content imaging,F,,,BAO_0000190,BAO_0000218,organism-based format,CCCCCCCCCCCCCCCC[n+]1ccccc1.O.[Cl-],,,CHEMBL4303101,,2020,,CHEMBL2003538,CETYLPYRIDINIUM CHLORIDE,CHEMBL305906,6.21,False,http://www.openphacts.org/units/Nanomolar,3136661,=,52,True,=,,IC50,nM,,620.0,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,IC50,uM,UO_0000065,,0.62
0.63 ± 0.28,18834680,[],CHEMBL4303806,Determination of IC50 values for inhibition of SARS-CoV-2 induced cytotoxicity of Caco-2 cells after 48 hours by high content imaging,F,,,BAO_0000190,BAO_0000218,organism-based format,Cl.NS(=O)(=O)OC[C@@H]1C[C@@H](n2ccc3c(N[C@H]4CCc5ccccc54)ncnc32)C[C@@H]1O,,,CHEMBL4303101,,2020,,CHEMBL2364622,PEVONEDISTAT HYDROCHLORIDE,CHEMBL1231160,6.20,False,http://www.openphacts.org/units/Nanomolar,3138629,=,52,True,=,,IC50,nM,,630.0,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,IC50,uM,UO_0000065,,0.63
0.64 ± 0.53,18834681,[],CHEMBL4303806,Determination of IC50 values for inhibition of SARS-CoV-2 induced cytotoxicity of Caco-2 cells after 48 hours by high content imaging,F,,,BAO_0000190,BAO_0000218,organism-based format,CCOc1ccc(Cc2nccc3cc(OCC)c(OCC)cc23)cc1OCC.Cl,,,CHEMBL4303101,,2020,,CHEMBL1316965,ETHAVERINE HYDROCHLORIDE,CHEMBL1555736,6.19,False,http://www.openphacts.org/units/Nanomolar,3138997,=,52,True,=,,IC50,nM,,640.0,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,IC50,uM,UO_0000065,,0.64
0.64 ± 0.14,18834682,[],CHEMBL4303806,Determination of IC50 values for inhibition of SARS-CoV-2 induced cytotoxicity of Caco-2 cells after 48 hours by high content imaging,F,,,BAO_0000190,BAO_0000218,organism-based format,CN(C)C(=O)COC(=O)Cc1ccc(OC(=O)c2ccc(NC(=N)N)cc2)cc1.CS(=O)(=O)O,,,CHEMBL4303101,,2020,,CHEMBL85164,CAMOSTAT MESILATE,CHEMBL590799,6.19,False,http://www.openphacts.org/units/Nanomolar,3138316,=,52,True,=,,IC50,nM,,640.0,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,IC50,uM,UO_0000065,,0.64
0.73 ± 0.1,18834683,[],CHEMBL4303806,Determination of IC50 values for inhibition of SARS-CoV-2 induced cytotoxicity of Caco-2 cells after 48 hours by high content imaging,F,,,BAO_0000190,BAO_0000218,organism-based format,Cc1cc(C)c(Nc2ccnc(Nc3ccc(C#N)cc3)n2)c(C)c1,,,CHEMBL4303101,,2020,,CHEMBL70663,DAPIVIRINE,CHEMBL70663,6.14,False,http://www.openphacts.org/units/Nanomolar,3136663,=,52,True,=,,IC50,nM,,730.0,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,IC50,uM,UO_0000065,,0.73
0.76 ± 0.18,18834684,[],CHEMBL4303806,Determination of IC50 values for inhibition of SARS-CoV-2 induced cytotoxicity of Caco-2 cells after 48 hours by high content imaging,F,,,BAO_0000190,BAO_0000218,organism-based format,CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1,,,CHEMBL4303101,,2020,,CHEMBL4065616,REMDESIVIR,CHEMBL4065616,6.12,False,http://www.openphacts.org/units/Nanomolar,3141167,=,52,True,=,,IC50,nM,,760.0,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,IC50,uM,UO_0000065,,0.76
0.77 ± 0.11,18834685,[],CHEMBL4303806,Determination of IC50 values for inhibition of SARS-CoV-2 induced cytotoxicity of Caco-2 cells after 48 hours by high content imaging,F,,,BAO_0000190,BAO_0000218,organism-based format,CCCCCCCCCCCCCCCCCC[S+](CCC)c1ccccc1C(=O)OCC,,,CHEMBL4303101,,2020,,CHEMBL4303661,,CHEMBL4303661,6.11,False,http://www.openphacts.org/units/Nanomolar,3140675,=,52,True,=,,IC50,nM,,770.0,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,IC50,uM,UO_0000065,,0.77
0.77 ± 0.29,18834686,[],CHEMBL4303806,Determination of IC50 values for inhibition of SARS-CoV-2 induced cytotoxicity of Caco-2 cells after 48 hours by high content imaging,F,,,BAO_0000190,BAO_0000218,organism-based format,Cc1cccc2c1CC[C@H](CN1CCC(c3c(Cl)cccc3Cl)CC1)C[C@@H]2O,,,CHEMBL4303101,,2020,,CHEMBL559569,,CHEMBL559569,6.11,False,http://www.openphacts.org/units/Nanomolar,3138210,=,52,True,=,,IC50,nM,,770.0,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,IC50,uM,UO_0000065,,0.77
0.78 ± 0.14,18834687,[],CHEMBL4303806,Determination of IC50 values for inhibition of SARS-CoV-2 induced cytotoxicity of Caco-2 cells after 48 hours by high content imaging,F,,,BAO_0000190,BAO_0000218,organism-based format,Nc1nc(=S)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2[nH]1,,,CHEMBL4303101,,2020,,CHEMBL283078,THIOGUANOSINE,CHEMBL283078,6.11,False,http://www.openphacts.org/units/Nanomolar,3136123,=,52,True,=,,IC50,nM,,780.0,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,IC50,uM,UO_0000065,,0.78
0.87 ± 0.02,18834688,[],CHEMBL4303806,Determination of IC50 values for inhibition of SARS-CoV-2 induced cytotoxicity of Caco-2 cells after 48 hours by high content imaging,F,,,BAO_0000190,BAO_0000218,organism-based format,CC(C)(C)Cn1c(N)nc2ccc(-c3[nH]c(C(C)(C)C)nc3-c3ccc(F)cc3)nc21.CS(=O)(=O)O.CS(=O)(=O)O,,,CHEMBL4303101,,2020,,CHEMBL2364627,RALIMETINIB MESYLATE,CHEMBL2364626,6.06,False,http://www.openphacts.org/units/Nanomolar,3139652,=,52,True,=,,IC50,nM,,870.0,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,IC50,uM,UO_0000065,,0.87
1.1 ± 0.39,18834689,[],CHEMBL4303806,Determination of IC50 values for inhibition of SARS-CoV-2 induced cytotoxicity of Caco-2 cells after 48 hours by high content imaging,F,,,BAO_0000190,BAO_0000218,organism-based format,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC.Cl,,,CHEMBL4303101,,2020,,CHEMBL98123,PAPAVERINE HYDROCHLORIDE,CHEMBL19224,5.96,False,http://www.openphacts.org/units/Nanomolar,3135931,=,52,True,=,,IC50,nM,,1100.0,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,IC50,uM,UO_0000065,,1.1
1.34 ± 0.92,18834690,[],CHEMBL4303806,Determination of IC50 values for inhibition of SARS-CoV-2 induced cytotoxicity of Caco-2 cells after 48 hours by high content imaging,F,,,BAO_0000190,BAO_0000218,organism-based format,CCOC(=O)c1ncc2[nH]c3ccc(OCc4ccccc4)cc3c2c1COC,,,CHEMBL4303101,,2020,,CHEMBL1518572,,CHEMBL1518572,5.87,False,http://www.openphacts.org/units/Nanomolar,3138965,=,52,True,=,,IC50,nM,,1340.0,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,IC50,uM,UO_0000065,,1.34
1.42 ± 0.66,18834691,[],CHEMBL4303806,Determination of IC50 values for inhibition of SARS-CoV-2 induced cytotoxicity of Caco-2 cells after 48 hours by high content imaging,F,,,BAO_0000190,BAO_0000218,organism-based format,C=CCNc1nc(NCC=C)nc(N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)n1.CS(=O)(=O)O.CS(=O)(=O)O,,,CHEMBL4303101,,2020,,CHEMBL3181957,ALMITRINE MESYLATE,CHEMBL1183717,5.85,False,http://www.openphacts.org/units/Nanomolar,3138434,=,52,True,=,,IC50,nM,,1420.0,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,IC50,uM,UO_0000065,,1.42
1.55 ± 0.63,18834692,[],CHEMBL4303806,Determination of IC50 values for inhibition of SARS-CoV-2 induced cytotoxicity of Caco-2 cells after 48 hours by high content imaging,F,,,BAO_0000190,BAO_0000218,organism-based format,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1.Cc1ccc(S(=O)(=O)O)cc1,,,CHEMBL4303101,,2020,,CHEMBL1200485,SORAFENIB TOSYLATE,CHEMBL1336,5.81,False,http://www.openphacts.org/units/Nanomolar,3137233,=,52,True,=,,IC50,nM,,1550.0,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,IC50,uM,UO_0000065,,1.55
1.61 ± 0.4,18834693,[],CHEMBL4303806,Determination of IC50 values for inhibition of SARS-CoV-2 induced cytotoxicity of Caco-2 cells after 48 hours by high content imaging,F,,,BAO_0000190,BAO_0000218,organism-based format,CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,,,CHEMBL4303101,,2020,,CHEMBL1397,POSACONAZOLE,CHEMBL1397,5.79,False,http://www.openphacts.org/units/Nanomolar,3137425,=,52,True,=,,IC50,nM,,1610.0,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,IC50,uM,UO_0000065,,1.61
1.65 ± 0.54,18834694,[],CHEMBL4303806,Determination of IC50 values for inhibition of SARS-CoV-2 induced cytotoxicity of Caco-2 cells after 48 hours by high content imaging,F,,,BAO_0000190,BAO_0000218,organism-based format,CCCCCCCCN=c1ccn(CCCCCCCCCCn2ccc(=NCCCCCCCC)cc2)cc1.Cl.Cl,,,CHEMBL4303101,,2020,,CHEMBL36342,OCTENIDINE HYDROCHLORIDE,CHEMBL1199480,5.78,False,http://www.openphacts.org/units/Nanomolar,3138458,=,52,True,=,,IC50,nM,,1650.0,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,IC50,uM,UO_0000065,,1.65
1.67 ± 0.3,18834695,[],CHEMBL4303806,Determination of IC50 values for inhibition of SARS-CoV-2 induced cytotoxicity of Caco-2 cells after 48 hours by high content imaging,F,,,BAO_0000190,BAO_0000218,organism-based format,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,,,CHEMBL4303101,,2020,,CHEMBL1946170,REGORAFENIB,CHEMBL1946170,5.78,False,http://www.openphacts.org/units/Nanomolar,3139264,=,52,True,=,,IC50,nM,,1670.0,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,IC50,uM,UO_0000065,,1.67
1.69 ± 0.13,18834696,[],CHEMBL4303806,Determination of IC50 values for inhibition of SARS-CoV-2 induced cytotoxicity of Caco-2 cells after 48 hours by high content imaging,F,,,BAO_0000190,BAO_0000218,organism-based format,,,,CHEMBL4303101,,2020,,CHEMBL508338,THIMEROSAL,CHEMBL508338,5.77,False,http://www.openphacts.org/units/Nanomolar,3140962,=,52,True,=,,IC50,nM,,1690.0,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,IC50,uM,UO_0000065,,1.69
1.71 ± 0.33,18834697,[],CHEMBL4303806,Determination of IC50 values for inhibition of SARS-CoV-2 induced cytotoxicity of Caco-2 cells after 48 hours by high content imaging,F,,,BAO_0000190,BAO_0000218,organism-based format,Nc1nc2[nH]cnc2c(=S)[nH]1,,,CHEMBL4303101,,2020,,CHEMBL727,THIOGUANINE,CHEMBL727,5.77,False,http://www.openphacts.org/units/Nanomolar,3136124,=,52,True,=,,IC50,nM,,1710.0,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,IC50,uM,UO_0000065,,1.71
1.85 ± 1.08,18834698,[],CHEMBL4303806,Determination of IC50 values for inhibition of SARS-CoV-2 induced cytotoxicity of Caco-2 cells after 48 hours by high content imaging,F,,,BAO_0000190,BAO_0000218,organism-based format,CC1=C(CCC(=O)O)c2cc3nc(cc4[nH]c(cc5[nH]c(cc1n2)c(C)c5C(C)O)c(C)c4C(C)O)C(C)=C3CCC(=O)O,,,CHEMBL4303101,,2020,,CHEMBL317840,HAEMAPORPHYRIN,CHEMBL317840,5.73,False,http://www.openphacts.org/units/Nanomolar,3140326,=,52,True,=,,IC50,nM,,1850.0,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,IC50,uM,UO_0000065,,1.85
1.89 ± 0.03,18834699,[],CHEMBL4303806,Determination of IC50 values for inhibition of SARS-CoV-2 induced cytotoxicity of Caco-2 cells after 48 hours by high content imaging,F,,,BAO_0000190,BAO_0000218,organism-based format,Cc1nc2ccccc2n1Cc1ccc(Cl)cc1,,,CHEMBL4303101,,2020,,CHEMBL152649,CHLORMIDAZOLE,CHEMBL152649,5.72,False,http://www.openphacts.org/units/Nanomolar,3137190,=,52,True,=,,IC50,nM,,1890.0,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,IC50,uM,UO_0000065,,1.89
2.03 ± 0.02,18834700,[],CHEMBL4303806,Determination of IC50 values for inhibition of SARS-CoV-2 induced cytotoxicity of Caco-2 cells after 48 hours by high content imaging,F,,,BAO_0000190,BAO_0000218,organism-based format,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1.O.O.O.[Cl-],,,CHEMBL4303101,,2020,,CHEMBL550495,METHYLENE BLUE,CHEMBL191083,5.69,False,http://www.openphacts.org/units/Nanomolar,3137345,=,52,True,=,,IC50,nM,,2030.0,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,IC50,uM,UO_0000065,,2.03
2.36 ± 0.78,18834701,[],CHEMBL4303806,Determination of IC50 values for inhibition of SARS-CoV-2 induced cytotoxicity of Caco-2 cells after 48 hours by high content imaging,F,,,BAO_0000190,BAO_0000218,organism-based format,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,,,CHEMBL4303101,,2020,,CHEMBL157101,KETOCONAZOLE,CHEMBL157101,5.63,False,http://www.openphacts.org/units/Nanomolar,3140284,=,52,True,=,,IC50,nM,,2360.0,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,IC50,uM,UO_0000065,,2.36
2.76 ± 1.3,18834702,[],CHEMBL4303806,Determination of IC50 values for inhibition of SARS-CoV-2 induced cytotoxicity of Caco-2 cells after 48 hours by high content imaging,F,,,BAO_0000190,BAO_0000218,organism-based format,C[C@@H](c1nc(-c2ccc(C#N)cc2)cs1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,,,CHEMBL4303101,,2020,,CHEMBL294029,RAVUCONAZOLE,CHEMBL294029,5.56,False,http://www.openphacts.org/units/Nanomolar,3136499,=,52,True,=,,IC50,nM,,2760.0,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,IC50,uM,UO_0000065,,2.76
3.1 ± 1.25,18834703,[],CHEMBL4303806,Determination of IC50 values for inhibition of SARS-CoV-2 induced cytotoxicity of Caco-2 cells after 48 hours by high content imaging,F,,,BAO_0000190,BAO_0000218,organism-based format,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)[C@H](C)C(=O)N(CC)[C@@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,,,CHEMBL4303101,,2020,,CHEMBL1651956,ALISPORIVIR,CHEMBL1651956,5.51,False,http://www.openphacts.org/units/Nanomolar,3141168,=,52,True,=,,IC50,nM,,3100.0,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,IC50,uM,UO_0000065,,3.1
3.27 ± 1.94,18834704,[],CHEMBL4303806,Determination of IC50 values for inhibition of SARS-CoV-2 induced cytotoxicity of Caco-2 cells after 48 hours by high content imaging,F,,,BAO_0000190,BAO_0000218,organism-based format,Cc1cc(-c2ncc(CC(=O)Nc3ccc(-c4cnccn4)cn3)cc2C)ccn1,,,CHEMBL4303101,,2020,,CHEMBL3188386,WNT-974,CHEMBL3188386,5.49,False,http://www.openphacts.org/units/Nanomolar,3139776,=,52,True,=,,IC50,nM,,3270.0,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,IC50,uM,UO_0000065,,3.27
3.28 ± 2.04,18834705,[],CHEMBL4303806,Determination of IC50 values for inhibition of SARS-CoV-2 induced cytotoxicity of Caco-2 cells after 48 hours by high content imaging,F,,,BAO_0000190,BAO_0000218,organism-based format,CC(C)S(=O)(=O)NC[C@H](C)c1ccc(-c2ccc(CCNS(C)(=O)=O)cc2)cc1,,,CHEMBL4303101,,2020,,CHEMBL1277001,MIBAMPATOR,CHEMBL1277001,5.48,False,http://www.openphacts.org/units/Nanomolar,3138726,=,52,True,=,,IC50,nM,,3280.0,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,IC50,uM,UO_0000065,,3.28
3.93 ± 1.76,18834706,[],CHEMBL4303806,Determination of IC50 values for inhibition of SARS-CoV-2 induced cytotoxicity of Caco-2 cells after 48 hours by high content imaging,F,,,BAO_0000190,BAO_0000218,organism-based format,CC(C)c1cc(C(C)C)c(CC(=O)NS(=O)(=O)Oc2c(C(C)C)cccc2C(C)C)c(C(C)C)c1,,,CHEMBL4303101,,2020,,CHEMBL101309,AVASIMIBE,CHEMBL101309,5.41,False,http://www.openphacts.org/units/Nanomolar,3136885,=,52,True,=,,IC50,nM,,3930.0,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,IC50,uM,UO_0000065,,3.93
4.71 ± 2.41,18834707,[],CHEMBL4303806,Determination of IC50 values for inhibition of SARS-CoV-2 induced cytotoxicity of Caco-2 cells after 48 hours by high content imaging,F,,,BAO_0000190,BAO_0000218,organism-based format,COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@@H]1C(OC)=C[C@]23CCCN2CCc2cc4c(cc2[C@H]13)OCO4,,,CHEMBL4303101,,2020,,CHEMBL46286,OMACETAXINE MEPESUCCINATE,CHEMBL46286,5.33,False,http://www.openphacts.org/units/Nanomolar,3136396,=,52,True,=,,IC50,nM,,4710.0,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,IC50,uM,UO_0000065,,4.71
5.43 ± 1.01,18834708,[],CHEMBL4303806,Determination of IC50 values for inhibition of SARS-CoV-2 induced cytotoxicity of Caco-2 cells after 48 hours by high content imaging,F,,,BAO_0000190,BAO_0000218,organism-based format,FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1,,,CHEMBL4303101,,2020,,CHEMBL3813873,PEXIDARTINIB,CHEMBL3813873,5.26,False,http://www.openphacts.org/units/Nanomolar,3140013,=,52,True,=,,IC50,nM,,5430.0,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,IC50,uM,UO_0000065,,5.43
5.68 ± 0.04,18834709,[],CHEMBL4303806,Determination of IC50 values for inhibition of SARS-CoV-2 induced cytotoxicity of Caco-2 cells after 48 hours by high content imaging,F,,,BAO_0000190,BAO_0000218,organism-based format,NC(=O)N1CCC(CC(=O)N2CCC([C@H]3c4ncc(Br)cc4CCc4cc(Cl)cc(Br)c43)CC2)CC1,,,CHEMBL4303101,,2020,,CHEMBL298734,LONAFARNIB,CHEMBL298734,5.25,False,http://www.openphacts.org/units/Nanomolar,3136504,=,52,True,=,,IC50,nM,,5680.0,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,IC50,uM,UO_0000065,,5.68
5.71 ± 0.05,18834710,[],CHEMBL4303806,Determination of IC50 values for inhibition of SARS-CoV-2 induced cytotoxicity of Caco-2 cells after 48 hours by high content imaging,F,,,BAO_0000190,BAO_0000218,organism-based format,O=C(Nc1nc(-c2cc(Cl)cs2)c(N2CCN(C3CCCCC3)CC2)s1)c1cnc(N2CCC(C(=O)O)CC2)c(Cl)c1,,,CHEMBL4303101,,2020,,CHEMBL2103883,AVATROMBOPAG,CHEMBL2103883,5.24,False,http://www.openphacts.org/units/Nanomolar,3139403,=,52,True,=,,IC50,nM,,5710.0,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,IC50,uM,UO_0000065,,5.71
5.91 ± 0.57,18834711,[],CHEMBL4303806,Determination of IC50 values for inhibition of SARS-CoV-2 induced cytotoxicity of Caco-2 cells after 48 hours by high content imaging,F,,,BAO_0000190,BAO_0000218,organism-based format,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,,,CHEMBL4303101,,2020,,CHEMBL231779,APIXABAN,CHEMBL231779,5.23,False,http://www.openphacts.org/units/Nanomolar,3137650,=,52,True,=,,IC50,nM,,5910.0,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,IC50,uM,UO_0000065,,5.91
5.96 ± 0.57,18834712,[],CHEMBL4303806,Determination of IC50 values for inhibition of SARS-CoV-2 induced cytotoxicity of Caco-2 cells after 48 hours by high content imaging,F,,,BAO_0000190,BAO_0000218,organism-based format,N=C(Nc1ccc(I)cc1)NC1C2CC3CC(C2)CC1C3,,,CHEMBL4303101,,2020,,CHEMBL1484738,,CHEMBL1484738,5.22,False,http://www.openphacts.org/units/Nanomolar,3138930,=,52,True,=,,IC50,nM,,5960.0,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,IC50,uM,UO_0000065,,5.96
5.97 ± 0.15,18834713,[],CHEMBL4303806,Determination of IC50 values for inhibition of SARS-CoV-2 induced cytotoxicity of Caco-2 cells after 48 hours by high content imaging,F,,,BAO_0000190,BAO_0000218,organism-based format,Cc1nn(C)c2nc(NNC(=O)Nc3cc(Cl)nc(Cl)c3)cc(C(C)C)c12,,,CHEMBL4303101,,2020,,CHEMBL1368758,,CHEMBL1368758,5.22,False,http://www.openphacts.org/units/Nanomolar,3138812,=,52,True,=,,IC50,nM,,5970.0,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,IC50,uM,UO_0000065,,5.97
6.07 ± 0.12,18834714,[],CHEMBL4303806,Determination of IC50 values for inhibition of SARS-CoV-2 induced cytotoxicity of Caco-2 cells after 48 hours by high content imaging,F,,,BAO_0000190,BAO_0000218,organism-based format,CCOc1ccc(/C=C2\NCCc3cc(OCC)c(OCC)cc32)cc1OCC,,,CHEMBL4303101,,2020,,CHEMBL551978,DROTAVERINE,CHEMBL551978,5.22,False,http://www.openphacts.org/units/Nanomolar,3140703,=,52,True,=,,IC50,nM,,6070.0,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,IC50,uM,UO_0000065,,6.07
10.67 ± 7.19,18834715,[],CHEMBL4303806,Determination of IC50 values for inhibition of SARS-CoV-2 induced cytotoxicity of Caco-2 cells after 48 hours by high content imaging,F,,,BAO_0000190,BAO_0000218,organism-based format,Cc1c(C(=O)Nc2ccc(N3C[C@H](C)O[C@H](C)C3)nc2)cccc1-c1ccc(OC(F)(F)F)cc1,,,CHEMBL4303101,,2020,,CHEMBL2105737,SONIDEGIB,CHEMBL2105737,4.97,False,http://www.openphacts.org/units/Nanomolar,3139454,=,52,True,=,,IC50,nM,,10670.0,CHEMBL4303835,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2,2697049,,,IC50,uM,UO_0000065,,10.67
